
Minimum time:  301	(0.109767 ms)

Test #		Time
4734:		321	(0.11706 ms)
4735:		322	(0.117425 ms)
4736:		317	(0.115601 ms)
4737:		314	(0.114507 ms)
4738:		322	(0.117425 ms)
4739:		317	(0.115601 ms)
4740:		319	(0.116331 ms)
4741:		319	(0.116331 ms)
4742:		318	(0.115966 ms)
4743:		319	(0.116331 ms)
4744:		315	(0.114872 ms)
4745:		312	(0.113778 ms)
4746:		314	(0.114507 ms)
4747:		304	(0.110861 ms)
4748:		319	(0.116331 ms)
4749:		311	(0.113413 ms)
4750:		315	(0.114872 ms)
4751:		319	(0.116331 ms)
4752:		303	(0.110496 ms)
4753:		317	(0.115601 ms)
4754:		305	(0.111225 ms)
4755:		322	(0.117425 ms)
4756:		404	(0.147328 ms)
4757:		316	(0.115237 ms)
4758:		305	(0.111225 ms)
4759:		311	(0.113413 ms)
4760:		316	(0.115237 ms)
4761:		318	(0.115966 ms)
4762:		313	(0.114143 ms)
4763:		319	(0.116331 ms)
4764:		313	(0.114143 ms)
4765:		308	(0.112319 ms)
4766:		314	(0.114507 ms)
4767:		310	(0.113049 ms)
4768:		321	(0.11706 ms)
4769:		302	(0.110131 ms)
4770:		314	(0.114507 ms)
4771:		313	(0.114143 ms)
4772:		320	(0.116695 ms)
4773:		316	(0.115237 ms)
4774:		309	(0.112684 ms)
4775:		311	(0.113413 ms)
4776:		314	(0.114507 ms)
4777:		314	(0.114507 ms)
4778:		314	(0.114507 ms)
4779:		314	(0.114507 ms)
4780:		311	(0.113413 ms)
4781:		320	(0.116695 ms)
4782:		311	(0.113413 ms)
4783:		306	(0.11159 ms)
4784:		316	(0.115237 ms)
4785:		310	(0.113049 ms)
4786:		317	(0.115601 ms)
4787:		304	(0.110861 ms)
4788:		307	(0.111955 ms)
4789:		317	(0.115601 ms)
4790:		317	(0.115601 ms)
4791:		303	(0.110496 ms)
4792:		308	(0.112319 ms)
4793:		306	(0.11159 ms)
4794:		317	(0.115601 ms)
4795:		318	(0.115966 ms)
4796:		312	(0.113778 ms)
4797:		315	(0.114872 ms)
4798:		306	(0.11159 ms)
4799:		415	(0.151339 ms)
4800:		306	(0.11159 ms)
4801:		313	(0.114143 ms)
4802:		316	(0.115237 ms)
4803:		475	(0.17322 ms)
4804:		468	(0.170667 ms)
4805:		345	(0.125812 ms)
4806:		443	(0.16155 ms)
4807:		379	(0.138211 ms)
4808:		334	(0.121801 ms)
4809:		330	(0.120342 ms)
4810:		434	(0.158268 ms)
4811:		321	(0.11706 ms)
4812:		318	(0.115966 ms)
4813:		319	(0.116331 ms)
4814:		425	(0.154986 ms)
4815:		322	(0.117425 ms)
4816:		320	(0.116695 ms)
4817:		312	(0.113778 ms)
4818:		412	(0.150245 ms)
4819:		319	(0.116331 ms)
4820:		316	(0.115237 ms)
4821:		310	(0.113049 ms)
4822:		490	(0.17869 ms)
4823:		631	(0.230109 ms)
4824:		520	(0.18963 ms)
4825:		524	(0.191089 ms)
4826:		363	(0.132376 ms)
4827:		391	(0.142587 ms)
4828:		383	(0.13967 ms)
4829:		396	(0.14441 ms)
4830:		404	(0.147328 ms)
4831:		365	(0.133106 ms)
4832:		351	(0.128 ms)
4833:		332	(0.121071 ms)
4834:		347	(0.126541 ms)
4835:		363	(0.132376 ms)
4836:		362	(0.132012 ms)
4837:		414	(0.150975 ms)
4838:		404	(0.147328 ms)
4839:		604	(0.220262 ms)
4840:		472	(0.172126 ms)
4841:		584	(0.212969 ms)
4842:		611	(0.222815 ms)
4843:		478	(0.174314 ms)
4844:		367	(0.133835 ms)
4845:		308	(0.112319 ms)
4846:		305	(0.111225 ms)
4847:		316	(0.115237 ms)
4848:		423	(0.154257 ms)
4849:		312	(0.113778 ms)
4850:		311	(0.113413 ms)
4851:		319	(0.116331 ms)
4852:		425	(0.154986 ms)
4853:		319	(0.116331 ms)
4854:		306	(0.11159 ms)
4855:		317	(0.115601 ms)
4856:		417	(0.152069 ms)
4857:		304	(0.110861 ms)
4858:		307	(0.111955 ms)
4859:		317	(0.115601 ms)
4860:		419	(0.152798 ms)
4861:		316	(0.115237 ms)
4862:		312	(0.113778 ms)
4863:		313	(0.114143 ms)
4864:		457	(0.166655 ms)
4865:		315	(0.114872 ms)
4866:		313	(0.114143 ms)
4867:		308	(0.112319 ms)
4868:		422	(0.153892 ms)
4869:		312	(0.113778 ms)
4870:		315	(0.114872 ms)
4871:		304	(0.110861 ms)
4872:		436	(0.158997 ms)
4873:		313	(0.114143 ms)
4874:		313	(0.114143 ms)
4875:		315	(0.114872 ms)
4876:		434	(0.158268 ms)
4877:		441	(0.160821 ms)
4878:		385	(0.140399 ms)
4879:		454	(0.165561 ms)
4880:		344	(0.125447 ms)
4881:		334	(0.121801 ms)
4882:		332	(0.121071 ms)
4883:		328	(0.119613 ms)
4884:		314	(0.114507 ms)
4885:		497	(0.181242 ms)
4886:		358	(0.130553 ms)
4887:		336	(0.12253 ms)
4888:		374	(0.136388 ms)
4889:		320	(0.116695 ms)
4890:		320	(0.116695 ms)
4891:		323	(0.117789 ms)
4892:		320	(0.116695 ms)
4893:		313	(0.114143 ms)
4894:		318	(0.115966 ms)
4895:		430	(0.156809 ms)
4896:		373	(0.136023 ms)
4897:		315	(0.114872 ms)
4898:		308	(0.112319 ms)
4899:		318	(0.115966 ms)
4900:		318	(0.115966 ms)
4901:		320	(0.116695 ms)
4902:		317	(0.115601 ms)
4903:		321	(0.11706 ms)
4904:		315	(0.114872 ms)
4905:		319	(0.116331 ms)
4906:		316	(0.115237 ms)
4907:		319	(0.116331 ms)
4908:		305	(0.111225 ms)
4909:		318	(0.115966 ms)
4910:		308	(0.112319 ms)
4911:		318	(0.115966 ms)
4912:		309	(0.112684 ms)
4913:		308	(0.112319 ms)
4914:		317	(0.115601 ms)
4915:		313	(0.114143 ms)
4916:		322	(0.117425 ms)
4917:		315	(0.114872 ms)
4918:		310	(0.113049 ms)
4919:		312	(0.113778 ms)
4920:		312	(0.113778 ms)
4921:		319	(0.116331 ms)
4922:		318	(0.115966 ms)
4923:		312	(0.113778 ms)
4924:		314	(0.114507 ms)
4925:		322	(0.117425 ms)
4926:		320	(0.116695 ms)
4927:		307	(0.111955 ms)
4928:		312	(0.113778 ms)
4929:		425	(0.154986 ms)
4930:		319	(0.116331 ms)
4931:		318	(0.115966 ms)
4932:		316	(0.115237 ms)
4933:		430	(0.156809 ms)
4934:		381	(0.13894 ms)
4935:		316	(0.115237 ms)
4936:		315	(0.114872 ms)
4937:		321	(0.11706 ms)
4938:		313	(0.114143 ms)
4939:		318	(0.115966 ms)
4940:		317	(0.115601 ms)
4941:		310	(0.113049 ms)
4942:		312	(0.113778 ms)
4943:		317	(0.115601 ms)
4944:		315	(0.114872 ms)
4945:		318	(0.115966 ms)
4946:		322	(0.117425 ms)
4947:		311	(0.113413 ms)
4948:		314	(0.114507 ms)
4949:		318	(0.115966 ms)
4950:		315	(0.114872 ms)
4951:		319	(0.116331 ms)
4952:		311	(0.113413 ms)
4953:		303	(0.110496 ms)
4954:		319	(0.116331 ms)
4955:		304	(0.110861 ms)
4956:		314	(0.114507 ms)
4957:		315	(0.114872 ms)
4958:		378	(0.137846 ms)
4959:		490	(0.17869 ms)
4960:		426	(0.155351 ms)
4961:		351	(0.128 ms)
4962:		544	(0.198382 ms)
4963:		339	(0.123624 ms)
4964:		327	(0.119248 ms)
4965:		321	(0.11706 ms)
4966:		436	(0.158997 ms)
4967:		328	(0.119613 ms)
4968:		317	(0.115601 ms)
4969:		373	(0.136023 ms)
4970:		371	(0.135294 ms)
4971:		310	(0.113049 ms)
4972:		323	(0.117789 ms)
4973:		378	(0.137846 ms)
4974:		370	(0.134929 ms)
4975:		318	(0.115966 ms)
4976:		307	(0.111955 ms)
4977:		368	(0.1342 ms)
4978:		367	(0.133835 ms)
4979:		318	(0.115966 ms)
4980:		319	(0.116331 ms)
4981:		359	(0.130918 ms)
4982:		368	(0.1342 ms)
4983:		318	(0.115966 ms)
4984:		313	(0.114143 ms)
4985:		315	(0.114872 ms)
4986:		423	(0.154257 ms)
4987:		311	(0.113413 ms)
4988:		315	(0.114872 ms)
4989:		307	(0.111955 ms)
4990:		421	(0.153527 ms)
4991:		316	(0.115237 ms)
4992:		309	(0.112684 ms)
4993:		311	(0.113413 ms)
4994:		415	(0.151339 ms)
4995:		318	(0.115966 ms)
4996:		318	(0.115966 ms)
4997:		305	(0.111225 ms)
4998:		513	(0.187077 ms)
4999:		316	(0.115237 ms)
5000:		304	(0.110861 ms)
5001:		358	(0.130553 ms)
5002:		355	(0.129459 ms)
5003:		303	(0.110496 ms)
5004:		315	(0.114872 ms)
5005:		304	(0.110861 ms)
5006:		414	(0.150975 ms)
5007:		303	(0.110496 ms)
5008:		310	(0.113049 ms)
5009:		311	(0.113413 ms)
5010:		418	(0.152433 ms)
5011:		313	(0.114143 ms)
5012:		310	(0.113049 ms)
5013:		313	(0.114143 ms)
5014:		419	(0.152798 ms)
5015:		305	(0.111225 ms)
5016:		313	(0.114143 ms)
5017:		316	(0.115237 ms)
5018:		416	(0.151704 ms)
5019:		304	(0.110861 ms)
5020:		316	(0.115237 ms)
5021:		372	(0.135658 ms)
5022:		477	(0.173949 ms)
5023:		305	(0.111225 ms)
5024:		302	(0.110131 ms)
5025:		307	(0.111955 ms)
5026:		417	(0.152069 ms)
5027:		303	(0.110496 ms)
5028:		316	(0.115237 ms)
5029:		312	(0.113778 ms)
5030:		419	(0.152798 ms)
5031:		317	(0.115601 ms)
5032:		303	(0.110496 ms)
5033:		318	(0.115966 ms)
5034:		422	(0.153892 ms)
5035:		317	(0.115601 ms)
5036:		315	(0.114872 ms)
5037:		359	(0.130918 ms)
5038:		443	(0.16155 ms)
5039:		434	(0.158268 ms)
5040:		339	(0.123624 ms)
5041:		449	(0.163738 ms)
5042:		337	(0.122895 ms)
5043:		331	(0.120707 ms)
5044:		324	(0.118154 ms)
5045:		318	(0.115966 ms)
5046:		313	(0.114143 ms)
5047:		322	(0.117425 ms)
5048:		328	(0.119613 ms)
5049:		325	(0.118519 ms)
5050:		316	(0.115237 ms)
5051:		314	(0.114507 ms)
5052:		318	(0.115966 ms)
5053:		326	(0.118883 ms)
5054:		417	(0.152069 ms)
5055:		322	(0.117425 ms)
5056:		307	(0.111955 ms)
5057:		320	(0.116695 ms)
5058:		313	(0.114143 ms)
5059:		308	(0.112319 ms)
5060:		318	(0.115966 ms)
5061:		316	(0.115237 ms)
5062:		309	(0.112684 ms)
5063:		311	(0.113413 ms)
5064:		318	(0.115966 ms)
5065:		319	(0.116331 ms)
5066:		325	(0.118519 ms)
5067:		320	(0.116695 ms)
5068:		310	(0.113049 ms)
5069:		314	(0.114507 ms)
5070:		318	(0.115966 ms)
5071:		312	(0.113778 ms)
5072:		314	(0.114507 ms)
5073:		317	(0.115601 ms)
5074:		305	(0.111225 ms)
5075:		322	(0.117425 ms)
5076:		318	(0.115966 ms)
5077:		316	(0.115237 ms)
5078:		306	(0.11159 ms)
5079:		320	(0.116695 ms)
5080:		313	(0.114143 ms)
5081:		316	(0.115237 ms)
5082:		316	(0.115237 ms)
5083:		317	(0.115601 ms)
5084:		308	(0.112319 ms)
5085:		305	(0.111225 ms)
5086:		314	(0.114507 ms)
5087:		311	(0.113413 ms)
5088:		320	(0.116695 ms)
5089:		318	(0.115966 ms)
5090:		314	(0.114507 ms)
5091:		307	(0.111955 ms)
5092:		326	(0.118883 ms)
5093:		418	(0.152433 ms)
5094:		313	(0.114143 ms)
5095:		315	(0.114872 ms)
5096:		317	(0.115601 ms)
5097:		313	(0.114143 ms)
5098:		315	(0.114872 ms)
5099:		306	(0.11159 ms)
5100:		309	(0.112684 ms)
5101:		432	(0.157539 ms)
5102:		316	(0.115237 ms)
5103:		313	(0.114143 ms)
5104:		306	(0.11159 ms)
5105:		322	(0.117425 ms)
5106:		308	(0.112319 ms)
5107:		317	(0.115601 ms)
5108:		318	(0.115966 ms)
5109:		314	(0.114507 ms)
5110:		319	(0.116331 ms)
5111:		305	(0.111225 ms)
5112:		305	(0.111225 ms)
5113:		315	(0.114872 ms)
5114:		318	(0.115966 ms)
5115:		311	(0.113413 ms)
5116:		312	(0.113778 ms)
5117:		317	(0.115601 ms)
5118:		312	(0.113778 ms)
5119:		312	(0.113778 ms)
5120:		314	(0.114507 ms)
5121:		307	(0.111955 ms)
5122:		519	(0.189265 ms)
5123:		425	(0.154986 ms)
5124:		350	(0.127635 ms)
5125:		335	(0.122165 ms)
5126:		484	(0.176502 ms)
5127:		338	(0.123259 ms)
5128:		318	(0.115966 ms)
5129:		319	(0.116331 ms)
5130:		426	(0.155351 ms)
5131:		322	(0.117425 ms)
5132:		315	(0.114872 ms)
5133:		380	(0.138576 ms)
5134:		374	(0.136388 ms)
5135:		322	(0.117425 ms)
5136:		315	(0.114872 ms)
5137:		372	(0.135658 ms)
5138:		371	(0.135294 ms)
5139:		315	(0.114872 ms)
5140:		321	(0.11706 ms)
5141:		369	(0.134564 ms)
5142:		359	(0.130918 ms)
5143:		306	(0.11159 ms)
5144:		310	(0.113049 ms)
5145:		319	(0.116331 ms)
5146:		425	(0.154986 ms)
5147:		313	(0.114143 ms)
5148:		320	(0.116695 ms)
5149:		318	(0.115966 ms)
5150:		430	(0.156809 ms)
5151:		309	(0.112684 ms)
5152:		315	(0.114872 ms)
5153:		320	(0.116695 ms)
5154:		425	(0.154986 ms)
5155:		304	(0.110861 ms)
5156:		311	(0.113413 ms)
5157:		305	(0.111225 ms)
5158:		527	(0.192183 ms)
5159:		316	(0.115237 ms)
5160:		316	(0.115237 ms)
5161:		424	(0.154621 ms)
5162:		317	(0.115601 ms)
5163:		317	(0.115601 ms)
5164:		319	(0.116331 ms)
5165:		408	(0.148787 ms)
5166:		314	(0.114507 ms)
5167:		315	(0.114872 ms)
5168:		304	(0.110861 ms)
5169:		408	(0.148787 ms)
5170:		365	(0.133106 ms)
5171:		307	(0.111955 ms)
5172:		306	(0.11159 ms)
5173:		417	(0.152069 ms)
5174:		365	(0.133106 ms)
5175:		303	(0.110496 ms)
5176:		318	(0.115966 ms)
5177:		409	(0.149151 ms)
5178:		315	(0.114872 ms)
5179:		310	(0.113049 ms)
5180:		317	(0.115601 ms)
5181:		361	(0.131647 ms)
5182:		403	(0.146963 ms)
5183:		303	(0.110496 ms)
5184:		318	(0.115966 ms)
5185:		420	(0.153163 ms)
5186:		352	(0.128365 ms)
5187:		302	(0.110131 ms)
5188:		312	(0.113778 ms)
5189:		429	(0.156445 ms)
5190:		368	(0.1342 ms)
5191:		318	(0.115966 ms)
5192:		320	(0.116695 ms)
5193:		416	(0.151704 ms)
5194:		311	(0.113413 ms)
5195:		319	(0.116331 ms)
5196:		313	(0.114143 ms)
5197:		419	(0.152798 ms)
5198:		312	(0.113778 ms)
5199:		316	(0.115237 ms)
5200:		421	(0.153527 ms)
5201:		415	(0.151339 ms)
5202:		459	(0.167385 ms)
5203:		338	(0.123259 ms)
5204:		338	(0.123259 ms)
5205:		330	(0.120342 ms)
5206:		328	(0.119613 ms)
5207:		315	(0.114872 ms)
5208:		388	(0.141493 ms)
5209:		364	(0.132741 ms)
5210:		319	(0.116331 ms)
5211:		325	(0.118519 ms)
5212:		316	(0.115237 ms)
5213:		320	(0.116695 ms)
5214:		317	(0.115601 ms)
5215:		308	(0.112319 ms)
5216:		319	(0.116331 ms)
5217:		309	(0.112684 ms)
5218:		322	(0.117425 ms)
5219:		311	(0.113413 ms)
5220:		309	(0.112684 ms)
5221:		321	(0.11706 ms)
5222:		305	(0.111225 ms)
5223:		320	(0.116695 ms)
5224:		311	(0.113413 ms)
5225:		324	(0.118154 ms)
5226:		436	(0.158997 ms)
5227:		354	(0.129094 ms)
5228:		313	(0.114143 ms)
5229:		322	(0.117425 ms)
5230:		306	(0.11159 ms)
5231:		317	(0.115601 ms)
5232:		320	(0.116695 ms)
5233:		319	(0.116331 ms)
5234:		460	(0.16775 ms)
5235:		318	(0.115966 ms)
5236:		316	(0.115237 ms)
5237:		313	(0.114143 ms)
5238:		430	(0.156809 ms)
5239:		329	(0.119977 ms)
5240:		352	(0.128365 ms)
5241:		374	(0.136388 ms)
5242:		390	(0.142222 ms)
5243:		349	(0.127271 ms)
5244:		522	(0.190359 ms)
5245:		513	(0.187077 ms)
5246:		562	(0.204946 ms)
5247:		556	(0.202758 ms)
5248:		648	(0.236308 ms)
5249:		599	(0.218439 ms)
5250:		500	(0.182336 ms)
5251:		522	(0.190359 ms)
5252:		640	(0.233391 ms)
5253:		625	(0.227921 ms)
5254:		731	(0.266576 ms)
5255:		696	(0.253812 ms)
5256:		356	(0.129824 ms)
5257:		508	(0.185254 ms)
5258:		386	(0.140764 ms)
5259:		353	(0.12873 ms)
5260:		462	(0.168479 ms)
5261:		698	(0.254542 ms)
5262:		391	(0.142587 ms)
5263:		314	(0.114507 ms)
5264:		318	(0.115966 ms)
5265:		319	(0.116331 ms)
5266:		311	(0.113413 ms)
5267:		320	(0.116695 ms)
5268:		313	(0.114143 ms)
5269:		317	(0.115601 ms)
5270:		531	(0.193641 ms)
5271:		503	(0.18343 ms)
5272:		347	(0.126541 ms)
5273:		332	(0.121071 ms)
5274:		431	(0.157174 ms)
5275:		327	(0.119248 ms)
5276:		333	(0.121436 ms)
5277:		317	(0.115601 ms)
5278:		449	(0.163738 ms)
5279:		421	(0.153527 ms)
5280:		351	(0.128 ms)
5281:		358	(0.130553 ms)
5282:		382	(0.139305 ms)
5283:		319	(0.116331 ms)
5284:		320	(0.116695 ms)
5285:		428	(0.15608 ms)
5286:		316	(0.115237 ms)
5287:		312	(0.113778 ms)
5288:		324	(0.118154 ms)
5289:		368	(0.1342 ms)
5290:		422	(0.153892 ms)
5291:		320	(0.116695 ms)
5292:		315	(0.114872 ms)
5293:		424	(0.154621 ms)
5294:		317	(0.115601 ms)
5295:		316	(0.115237 ms)
5296:		314	(0.114507 ms)
5297:		419	(0.152798 ms)
5298:		318	(0.115966 ms)
5299:		322	(0.117425 ms)
5300:		317	(0.115601 ms)
5301:		469	(0.171032 ms)
5302:		314	(0.114507 ms)
5303:		313	(0.114143 ms)
5304:		322	(0.117425 ms)
5305:		424	(0.154621 ms)
5306:		309	(0.112684 ms)
5307:		304	(0.110861 ms)
5308:		314	(0.114507 ms)
5309:		415	(0.151339 ms)
5310:		317	(0.115601 ms)
5311:		316	(0.115237 ms)
5312:		310	(0.113049 ms)
5313:		423	(0.154257 ms)
5314:		305	(0.111225 ms)
5315:		317	(0.115601 ms)
5316:		306	(0.11159 ms)
5317:		421	(0.153527 ms)
5318:		317	(0.115601 ms)
5319:		312	(0.113778 ms)
5320:		320	(0.116695 ms)
5321:		452	(0.164832 ms)
5322:		315	(0.114872 ms)
5323:		303	(0.110496 ms)
5324:		316	(0.115237 ms)
5325:		410	(0.149516 ms)
5326:		313	(0.114143 ms)
5327:		316	(0.115237 ms)
5328:		303	(0.110496 ms)
5329:		423	(0.154257 ms)
5330:		308	(0.112319 ms)
5331:		313	(0.114143 ms)
5332:		317	(0.115601 ms)
5333:		412	(0.150245 ms)
5334:		373	(0.136023 ms)
5335:		314	(0.114507 ms)
5336:		313	(0.114143 ms)
5337:		418	(0.152433 ms)
5338:		358	(0.130553 ms)
5339:		304	(0.110861 ms)
5340:		305	(0.111225 ms)
5341:		408	(0.148787 ms)
5342:		317	(0.115601 ms)
5343:		309	(0.112684 ms)
5344:		311	(0.113413 ms)
5345:		423	(0.154257 ms)
5346:		319	(0.116331 ms)
5347:		312	(0.113778 ms)
5348:		437	(0.159362 ms)
5349:		459	(0.167385 ms)
5350:		405	(0.147692 ms)
5351:		332	(0.121071 ms)
5352:		386	(0.140764 ms)
5353:		324	(0.118154 ms)
5354:		318	(0.115966 ms)
5355:		320	(0.116695 ms)
5356:		376	(0.137117 ms)
5357:		362	(0.132012 ms)
5358:		311	(0.113413 ms)
5359:		322	(0.117425 ms)
5360:		378	(0.137846 ms)
5361:		359	(0.130918 ms)
5362:		308	(0.112319 ms)
5363:		312	(0.113778 ms)
5364:		312	(0.113778 ms)
5365:		428	(0.15608 ms)
5366:		358	(0.130553 ms)
5367:		317	(0.115601 ms)
5368:		325	(0.118519 ms)
5369:		320	(0.116695 ms)
5370:		313	(0.114143 ms)
5371:		320	(0.116695 ms)
5372:		319	(0.116331 ms)
5373:		316	(0.115237 ms)
5374:		309	(0.112684 ms)
5375:		316	(0.115237 ms)
5376:		317	(0.115601 ms)
5377:		326	(0.118883 ms)
5378:		307	(0.111955 ms)
5379:		316	(0.115237 ms)
5380:		317	(0.115601 ms)
5381:		317	(0.115601 ms)
5382:		309	(0.112684 ms)
5383:		314	(0.114507 ms)
5384:		319	(0.116331 ms)
5385:		311	(0.113413 ms)
5386:		321	(0.11706 ms)
5387:		320	(0.116695 ms)
5388:		306	(0.11159 ms)
5389:		305	(0.111225 ms)
5390:		325	(0.118519 ms)
5391:		313	(0.114143 ms)
5392:		303	(0.110496 ms)
5393:		316	(0.115237 ms)
5394:		310	(0.113049 ms)
5395:		311	(0.113413 ms)
5396:		317	(0.115601 ms)
5397:		303	(0.110496 ms)
5398:		317	(0.115601 ms)
5399:		307	(0.111955 ms)
5400:		318	(0.115966 ms)
5401:		318	(0.115966 ms)
5402:		319	(0.116331 ms)
5403:		371	(0.135294 ms)
5404:		471	(0.171761 ms)
5405:		316	(0.115237 ms)
5406:		303	(0.110496 ms)
5407:		321	(0.11706 ms)
5408:		316	(0.115237 ms)
5409:		303	(0.110496 ms)
5410:		306	(0.11159 ms)
5411:		309	(0.112684 ms)
5412:		317	(0.115601 ms)
5413:		309	(0.112684 ms)
5414:		371	(0.135294 ms)
5415:		492	(0.179419 ms)
5416:		366	(0.13347 ms)
5417:		315	(0.114872 ms)
5418:		314	(0.114507 ms)
5419:		376	(0.137117 ms)
5420:		496	(0.180878 ms)
5421:		328	(0.119613 ms)
5422:		367	(0.133835 ms)
5423:		307	(0.111955 ms)
5424:		304	(0.110861 ms)
5425:		313	(0.114143 ms)
5426:		318	(0.115966 ms)
5427:		320	(0.116695 ms)
5428:		319	(0.116331 ms)
5429:		317	(0.115601 ms)
5430:		521	(0.189995 ms)
5431:		458	(0.16702 ms)
5432:		357	(0.130188 ms)
5433:		332	(0.121071 ms)
5434:		393	(0.143316 ms)
5435:		379	(0.138211 ms)
5436:		328	(0.119613 ms)
5437:		329	(0.119977 ms)
5438:		428	(0.15608 ms)
5439:		318	(0.115966 ms)
5440:		322	(0.117425 ms)
5441:		323	(0.117789 ms)
5442:		425	(0.154986 ms)
5443:		408	(0.148787 ms)
5444:		319	(0.116331 ms)
5445:		310	(0.113049 ms)
5446:		428	(0.15608 ms)
5447:		307	(0.111955 ms)
5448:		321	(0.11706 ms)
5449:		309	(0.112684 ms)
5450:		412	(0.150245 ms)
5451:		312	(0.113778 ms)
5452:		320	(0.116695 ms)
5453:		309	(0.112684 ms)
5454:		411	(0.149881 ms)
5455:		306	(0.11159 ms)
5456:		313	(0.114143 ms)
5457:		320	(0.116695 ms)
5458:		429	(0.156445 ms)
5459:		355	(0.129459 ms)
5460:		312	(0.113778 ms)
5461:		311	(0.113413 ms)
5462:		415	(0.151339 ms)
5463:		318	(0.115966 ms)
5464:		319	(0.116331 ms)
5465:		316	(0.115237 ms)
5466:		413	(0.15061 ms)
5467:		317	(0.115601 ms)
5468:		317	(0.115601 ms)
5469:		313	(0.114143 ms)
5470:		416	(0.151704 ms)
5471:		316	(0.115237 ms)
5472:		319	(0.116331 ms)
5473:		316	(0.115237 ms)
5474:		421	(0.153527 ms)
5475:		320	(0.116695 ms)
5476:		312	(0.113778 ms)
5477:		314	(0.114507 ms)
5478:		410	(0.149516 ms)
5479:		315	(0.114872 ms)
5480:		320	(0.116695 ms)
5481:		304	(0.110861 ms)
5482:		419	(0.152798 ms)
5483:		315	(0.114872 ms)
5484:		317	(0.115601 ms)
5485:		305	(0.111225 ms)
5486:		366	(0.13347 ms)
5487:		370	(0.134929 ms)
5488:		316	(0.115237 ms)
5489:		307	(0.111955 ms)
5490:		375	(0.136752 ms)
5491:		352	(0.128365 ms)
5492:		303	(0.110496 ms)
5493:		315	(0.114872 ms)
5494:		374	(0.136388 ms)
5495:		365	(0.133106 ms)
5496:		305	(0.111225 ms)
5497:		316	(0.115237 ms)
5498:		318	(0.115966 ms)
5499:		454	(0.165561 ms)
5500:		317	(0.115601 ms)
5501:		314	(0.114507 ms)
5502:		305	(0.111225 ms)
5503:		421	(0.153527 ms)
5504:		316	(0.115237 ms)
5505:		319	(0.116331 ms)
5506:		316	(0.115237 ms)
5507:		411	(0.149881 ms)
5508:		307	(0.111955 ms)
5509:		432	(0.157539 ms)
5510:		443	(0.16155 ms)
5511:		447	(0.163009 ms)
5512:		332	(0.121071 ms)
5513:		337	(0.122895 ms)
5514:		325	(0.118519 ms)
5515:		323	(0.117789 ms)
5516:		320	(0.116695 ms)
5517:		327	(0.119248 ms)
5518:		329	(0.119977 ms)
5519:		324	(0.118154 ms)
5520:		312	(0.113778 ms)
5521:		324	(0.118154 ms)
5522:		313	(0.114143 ms)
5523:		323	(0.117789 ms)
5524:		313	(0.114143 ms)
5525:		310	(0.113049 ms)
5526:		382	(0.139305 ms)
5527:		366	(0.13347 ms)
5528:		315	(0.114872 ms)
5529:		307	(0.111955 ms)
5530:		317	(0.115601 ms)
5531:		306	(0.11159 ms)
5532:		314	(0.114507 ms)
5533:		319	(0.116331 ms)
5534:		321	(0.11706 ms)
5535:		321	(0.11706 ms)
5536:		307	(0.111955 ms)
5537:		318	(0.115966 ms)
5538:		317	(0.115601 ms)
5539:		321	(0.11706 ms)
5540:		307	(0.111955 ms)
5541:		312	(0.113778 ms)
5542:		306	(0.11159 ms)
5543:		311	(0.113413 ms)
5544:		320	(0.116695 ms)
5545:		319	(0.116331 ms)
5546:		318	(0.115966 ms)
5547:		315	(0.114872 ms)
5548:		362	(0.132012 ms)
5549:		319	(0.116331 ms)
5550:		318	(0.115966 ms)
5551:		313	(0.114143 ms)
5552:		318	(0.115966 ms)
5553:		319	(0.116331 ms)
5554:		319	(0.116331 ms)
5555:		317	(0.115601 ms)
5556:		316	(0.115237 ms)
5557:		315	(0.114872 ms)
5558:		318	(0.115966 ms)
5559:		320	(0.116695 ms)
5560:		305	(0.111225 ms)
5561:		314	(0.114507 ms)
5562:		309	(0.112684 ms)
5563:		314	(0.114507 ms)
5564:		318	(0.115966 ms)
5565:		307	(0.111955 ms)
5566:		316	(0.115237 ms)
5567:		315	(0.114872 ms)
5568:		303	(0.110496 ms)
5569:		310	(0.113049 ms)
5570:		318	(0.115966 ms)
5571:		317	(0.115601 ms)
5572:		314	(0.114507 ms)
5573:		311	(0.113413 ms)
5574:		317	(0.115601 ms)
5575:		318	(0.115966 ms)
5576:		313	(0.114143 ms)
5577:		310	(0.113049 ms)
5578:		320	(0.116695 ms)
5579:		314	(0.114507 ms)
5580:		318	(0.115966 ms)
5581:		303	(0.110496 ms)
5582:		316	(0.115237 ms)
5583:		479	(0.174678 ms)
5584:		318	(0.115966 ms)
5585:		304	(0.110861 ms)
5586:		317	(0.115601 ms)
5587:		315	(0.114872 ms)
5588:		317	(0.115601 ms)
5589:		304	(0.110861 ms)
5590:		316	(0.115237 ms)
5591:		320	(0.116695 ms)
5592:		303	(0.110496 ms)
5593:		463	(0.168844 ms)
5594:		521	(0.189995 ms)
5595:		351	(0.128 ms)
5596:		346	(0.126177 ms)
5597:		335	(0.122165 ms)
5598:		467	(0.170302 ms)
5599:		322	(0.117425 ms)
5600:		321	(0.11706 ms)
5601:		325	(0.118519 ms)
5602:		430	(0.156809 ms)
5603:		313	(0.114143 ms)
5604:		323	(0.117789 ms)
5605:		321	(0.11706 ms)
5606:		430	(0.156809 ms)
