
Minimum time:  301	(0.109767 ms)

Test #		Time
5607:		324	(0.118154 ms)
5608:		321	(0.11706 ms)
5609:		321	(0.11706 ms)
5610:		471	(0.171761 ms)
5611:		314	(0.114507 ms)
5612:		319	(0.116331 ms)
5613:		320	(0.116695 ms)
5614:		429	(0.156445 ms)
5615:		310	(0.113049 ms)
5616:		316	(0.115237 ms)
5617:		318	(0.115966 ms)
5618:		424	(0.154621 ms)
5619:		314	(0.114507 ms)
5620:		306	(0.11159 ms)
5621:		319	(0.116331 ms)
5622:		426	(0.155351 ms)
5623:		306	(0.11159 ms)
5624:		306	(0.11159 ms)
5625:		306	(0.11159 ms)
5626:		424	(0.154621 ms)
5627:		306	(0.11159 ms)
5628:		306	(0.11159 ms)
5629:		315	(0.114872 ms)
5630:		419	(0.152798 ms)
5631:		313	(0.114143 ms)
5632:		316	(0.115237 ms)
5633:		320	(0.116695 ms)
5634:		425	(0.154986 ms)
5635:		318	(0.115966 ms)
5636:		307	(0.111955 ms)
5637:		306	(0.11159 ms)
5638:		412	(0.150245 ms)
5639:		317	(0.115601 ms)
5640:		310	(0.113049 ms)
5641:		317	(0.115601 ms)
5642:		424	(0.154621 ms)
5643:		315	(0.114872 ms)
5644:		306	(0.11159 ms)
5645:		315	(0.114872 ms)
5646:		467	(0.170302 ms)
5647:		318	(0.115966 ms)
5648:		308	(0.112319 ms)
5649:		321	(0.11706 ms)
5650:		413	(0.15061 ms)
5651:		303	(0.110496 ms)
5652:		316	(0.115237 ms)
5653:		316	(0.115237 ms)
5654:		412	(0.150245 ms)
5655:		317	(0.115601 ms)
5656:		318	(0.115966 ms)
5657:		313	(0.114143 ms)
5658:		378	(0.137846 ms)
5659:		414	(0.150975 ms)
5660:		492	(0.179419 ms)
5661:		487	(0.177596 ms)
5662:		344	(0.125447 ms)
5663:		342	(0.124718 ms)
5664:		384	(0.140034 ms)
5665:		477	(0.173949 ms)
5666:		392	(0.142952 ms)
5667:		341	(0.124353 ms)
5668:		350	(0.127635 ms)
5669:		359	(0.130918 ms)
5670:		399	(0.145504 ms)
5671:		582	(0.21224 ms)
5672:		555	(0.202393 ms)
5673:		453	(0.165197 ms)
5674:		550	(0.20057 ms)
5675:		375	(0.136752 ms)
5676:		502	(0.183066 ms)
5677:		610	(0.22245 ms)
5678:		881	(0.321277 ms)
5679:		453	(0.165197 ms)
5680:		310	(0.113049 ms)
5681:		318	(0.115966 ms)
5682:		311	(0.113413 ms)
5683:		418	(0.152433 ms)
5684:		313	(0.114143 ms)
5685:		318	(0.115966 ms)
5686:		305	(0.111225 ms)
5687:		449	(0.163738 ms)
5688:		359	(0.130918 ms)
5689:		321	(0.11706 ms)
5690:		304	(0.110861 ms)
5691:		501	(0.182701 ms)
5692:		304	(0.110861 ms)
5693:		306	(0.11159 ms)
5694:		316	(0.115237 ms)
5695:		409	(0.149151 ms)
5696:		305	(0.111225 ms)
5697:		312	(0.113778 ms)
5698:		317	(0.115601 ms)
5699:		426	(0.155351 ms)
5700:		315	(0.114872 ms)
5701:		316	(0.115237 ms)
5702:		318	(0.115966 ms)
5703:		424	(0.154621 ms)
5704:		313	(0.114143 ms)
5705:		312	(0.113778 ms)
5706:		313	(0.114143 ms)
5707:		461	(0.168114 ms)
5708:		312	(0.113778 ms)
5709:		313	(0.114143 ms)
5710:		303	(0.110496 ms)
5711:		425	(0.154986 ms)
5712:		312	(0.113778 ms)
5713:		313	(0.114143 ms)
5714:		313	(0.114143 ms)
5715:		425	(0.154986 ms)
5716:		304	(0.110861 ms)
5717:		308	(0.112319 ms)
5718:		314	(0.114507 ms)
5719:		426	(0.155351 ms)
5720:		411	(0.149881 ms)
5721:		311	(0.113413 ms)
5722:		317	(0.115601 ms)
5723:		423	(0.154257 ms)
5724:		307	(0.111955 ms)
5725:		303	(0.110496 ms)
5726:		303	(0.110496 ms)
5727:		411	(0.149881 ms)
5728:		311	(0.113413 ms)
5729:		315	(0.114872 ms)
5730:		303	(0.110496 ms)
5731:		422	(0.153892 ms)
5732:		316	(0.115237 ms)
5733:		309	(0.112684 ms)
5734:		314	(0.114507 ms)
5735:		418	(0.152433 ms)
5736:		315	(0.114872 ms)
5737:		314	(0.114507 ms)
5738:		315	(0.114872 ms)
5739:		414	(0.150975 ms)
5740:		360	(0.131282 ms)
5741:		303	(0.110496 ms)
5742:		310	(0.113049 ms)
5743:		413	(0.15061 ms)
5744:		318	(0.115966 ms)
5745:		421	(0.153527 ms)
5746:		454	(0.165561 ms)
5747:		511	(0.186348 ms)
5748:		343	(0.125083 ms)
5749:		327	(0.119248 ms)
5750:		340	(0.123989 ms)
5751:		331	(0.120707 ms)
5752:		317	(0.115601 ms)
5753:		315	(0.114872 ms)
5754:		433	(0.157903 ms)
5755:		339	(0.123624 ms)
5756:		332	(0.121071 ms)
5757:		345	(0.125812 ms)
5758:		362	(0.132012 ms)
5759:		340	(0.123989 ms)
5760:		327	(0.119248 ms)
5761:		366	(0.13347 ms)
5762:		324	(0.118154 ms)
5763:		322	(0.117425 ms)
5764:		309	(0.112684 ms)
5765:		315	(0.114872 ms)
5766:		311	(0.113413 ms)
5767:		307	(0.111955 ms)
5768:		320	(0.116695 ms)
5769:		305	(0.111225 ms)
5770:		310	(0.113049 ms)
5771:		422	(0.153892 ms)
5772:		314	(0.114507 ms)
5773:		317	(0.115601 ms)
5774:		305	(0.111225 ms)
5775:		315	(0.114872 ms)
5776:		321	(0.11706 ms)
5777:		313	(0.114143 ms)
5778:		306	(0.11159 ms)
5779:		309	(0.112684 ms)
5780:		319	(0.116331 ms)
5781:		312	(0.113778 ms)
5782:		317	(0.115601 ms)
5783:		318	(0.115966 ms)
5784:		318	(0.115966 ms)
5785:		316	(0.115237 ms)
5786:		314	(0.114507 ms)
5787:		318	(0.115966 ms)
5788:		323	(0.117789 ms)
5789:		309	(0.112684 ms)
5790:		317	(0.115601 ms)
5791:		310	(0.113049 ms)
5792:		320	(0.116695 ms)
5793:		306	(0.11159 ms)
5794:		315	(0.114872 ms)
5795:		317	(0.115601 ms)
5796:		314	(0.114507 ms)
5797:		319	(0.116331 ms)
5798:		304	(0.110861 ms)
5799:		313	(0.114143 ms)
5800:		316	(0.115237 ms)
5801:		321	(0.11706 ms)
5802:		316	(0.115237 ms)
5803:		316	(0.115237 ms)
5804:		310	(0.113049 ms)
5805:		425	(0.154986 ms)
5806:		368	(0.1342 ms)
5807:		320	(0.116695 ms)
5808:		308	(0.112319 ms)
5809:		315	(0.114872 ms)
5810:		311	(0.113413 ms)
5811:		406	(0.148057 ms)
5812:		372	(0.135658 ms)
5813:		336	(0.12253 ms)
5814:		366	(0.13347 ms)
5815:		314	(0.114507 ms)
5816:		319	(0.116331 ms)
5817:		318	(0.115966 ms)
5818:		306	(0.11159 ms)
5819:		319	(0.116331 ms)
5820:		317	(0.115601 ms)
5821:		323	(0.117789 ms)
5822:		310	(0.113049 ms)
5823:		318	(0.115966 ms)
5824:		320	(0.116695 ms)
5825:		309	(0.112684 ms)
5826:		317	(0.115601 ms)
5827:		433	(0.157903 ms)
5828:		474	(0.172855 ms)
5829:		476	(0.173584 ms)
5830:		334	(0.121801 ms)
5831:		336	(0.12253 ms)
5832:		338	(0.123259 ms)
5833:		483	(0.176137 ms)
5834:		318	(0.115966 ms)
5835:		328	(0.119613 ms)
5836:		318	(0.115966 ms)
5837:		419	(0.152798 ms)
5838:		312	(0.113778 ms)
5839:		320	(0.116695 ms)
5840:		321	(0.11706 ms)
5841:		427	(0.155715 ms)
5842:		310	(0.113049 ms)
5843:		315	(0.114872 ms)
5844:		323	(0.117789 ms)
5845:		416	(0.151704 ms)
5846:		319	(0.116331 ms)
5847:		316	(0.115237 ms)
5848:		317	(0.115601 ms)
5849:		412	(0.150245 ms)
5850:		319	(0.116331 ms)
5851:		318	(0.115966 ms)
5852:		316	(0.115237 ms)
5853:		419	(0.152798 ms)
5854:		313	(0.114143 ms)
5855:		320	(0.116695 ms)
5856:		314	(0.114507 ms)
5857:		414	(0.150975 ms)
5858:		319	(0.116331 ms)
5859:		318	(0.115966 ms)
5860:		305	(0.111225 ms)
5861:		460	(0.16775 ms)
5862:		313	(0.114143 ms)
5863:		316	(0.115237 ms)
5864:		305	(0.111225 ms)
5865:		411	(0.149881 ms)
5866:		313	(0.114143 ms)
5867:		313	(0.114143 ms)
5868:		318	(0.115966 ms)
5869:		411	(0.149881 ms)
5870:		305	(0.111225 ms)
5871:		319	(0.116331 ms)
5872:		319	(0.116331 ms)
5873:		424	(0.154621 ms)
5874:		305	(0.111225 ms)
5875:		316	(0.115237 ms)
5876:		305	(0.111225 ms)
5877:		416	(0.151704 ms)
5878:		304	(0.110861 ms)
5879:		312	(0.113778 ms)
5880:		305	(0.111225 ms)
5881:		418	(0.152433 ms)
5882:		320	(0.116695 ms)
5883:		316	(0.115237 ms)
5884:		306	(0.11159 ms)
5885:		420	(0.153163 ms)
5886:		369	(0.134564 ms)
5887:		310	(0.113049 ms)
5888:		319	(0.116331 ms)
5889:		468	(0.170667 ms)
5890:		318	(0.115966 ms)
5891:		319	(0.116331 ms)
5892:		311	(0.113413 ms)
5893:		429	(0.156445 ms)
5894:		313	(0.114143 ms)
5895:		318	(0.115966 ms)
5896:		319	(0.116331 ms)
5897:		430	(0.156809 ms)
5898:		332	(0.121071 ms)
5899:		485	(0.176866 ms)
5900:		384	(0.140034 ms)
5901:		339	(0.123624 ms)
5902:		376	(0.137117 ms)
5903:		306	(0.11159 ms)
5904:		423	(0.154257 ms)
5905:		416	(0.151704 ms)
5906:		455	(0.165926 ms)
5907:		384	(0.140034 ms)
5908:		346	(0.126177 ms)
5909:		331	(0.120707 ms)
5910:		328	(0.119613 ms)
5911:		327	(0.119248 ms)
5912:		317	(0.115601 ms)
5913:		325	(0.118519 ms)
5914:		323	(0.117789 ms)
5915:		322	(0.117425 ms)
5916:		319	(0.116331 ms)
5917:		312	(0.113778 ms)
5918:		324	(0.118154 ms)
5919:		310	(0.113049 ms)
5920:		438	(0.159727 ms)
5921:		371	(0.135294 ms)
5922:		323	(0.117789 ms)
5923:		308	(0.112319 ms)
5924:		325	(0.118519 ms)
5925:		321	(0.11706 ms)
5926:		315	(0.114872 ms)
5927:		319	(0.116331 ms)
5928:		320	(0.116695 ms)
5929:		311	(0.113413 ms)
5930:		320	(0.116695 ms)
5931:		316	(0.115237 ms)
5932:		317	(0.115601 ms)
5933:		319	(0.116331 ms)
5934:		304	(0.110861 ms)
5935:		306	(0.11159 ms)
5936:		303	(0.110496 ms)
5937:		432	(0.157539 ms)
5938:		315	(0.114872 ms)
5939:		316	(0.115237 ms)
5940:		320	(0.116695 ms)
5941:		323	(0.117789 ms)
5942:		317	(0.115601 ms)
5943:		320	(0.116695 ms)
5944:		535	(0.1951 ms)
5945:		373	(0.136023 ms)
5946:		352	(0.128365 ms)
5947:		318	(0.115966 ms)
5948:		309	(0.112684 ms)
5949:		306	(0.11159 ms)
5950:		319	(0.116331 ms)
5951:		314	(0.114507 ms)
5952:		317	(0.115601 ms)
5953:		319	(0.116331 ms)
5954:		314	(0.114507 ms)
5955:		308	(0.112319 ms)
5956:		304	(0.110861 ms)
5957:		313	(0.114143 ms)
5958:		311	(0.113413 ms)
5959:		315	(0.114872 ms)
5960:		320	(0.116695 ms)
5961:		305	(0.111225 ms)
5962:		310	(0.113049 ms)
5963:		315	(0.114872 ms)
5964:		317	(0.115601 ms)
5965:		315	(0.114872 ms)
5966:		429	(0.156445 ms)
5967:		370	(0.134929 ms)
5968:		314	(0.114507 ms)
5969:		302	(0.110131 ms)
5970:		313	(0.114143 ms)
5971:		317	(0.115601 ms)
5972:		318	(0.115966 ms)
5973:		311	(0.113413 ms)
5974:		317	(0.115601 ms)
5975:		310	(0.113049 ms)
5976:		317	(0.115601 ms)
5977:		315	(0.114872 ms)
5978:		316	(0.115237 ms)
5979:		312	(0.113778 ms)
5980:		311	(0.113413 ms)
5981:		310	(0.113049 ms)
5982:		317	(0.115601 ms)
5983:		318	(0.115966 ms)
5984:		313	(0.114143 ms)
5985:		316	(0.115237 ms)
5986:		305	(0.111225 ms)
5987:		312	(0.113778 ms)
5988:		416	(0.151704 ms)
5989:		450	(0.164103 ms)
5990:		433	(0.157903 ms)
5991:		401	(0.146234 ms)
5992:		331	(0.120707 ms)
5993:		327	(0.119248 ms)
5994:		330	(0.120342 ms)
5995:		484	(0.176502 ms)
5996:		329	(0.119977 ms)
5997:		324	(0.118154 ms)
5998:		370	(0.134929 ms)
5999:		374	(0.136388 ms)
6000:		315	(0.114872 ms)
6001:		323	(0.117789 ms)
6002:		421	(0.153527 ms)
6003:		319	(0.116331 ms)
6004:		315	(0.114872 ms)
6005:		323	(0.117789 ms)
6006:		424	(0.154621 ms)
6007:		315	(0.114872 ms)
6008:		315	(0.114872 ms)
6009:		312	(0.113778 ms)
6010:		427	(0.155715 ms)
6011:		350	(0.127635 ms)
6012:		319	(0.116331 ms)
6013:		307	(0.111955 ms)
6014:		423	(0.154257 ms)
6015:		322	(0.117425 ms)
6016:		320	(0.116695 ms)
6017:		313	(0.114143 ms)
6018:		424	(0.154621 ms)
6019:		320	(0.116695 ms)
6020:		306	(0.11159 ms)
6021:		314	(0.114507 ms)
6022:		422	(0.153892 ms)
6023:		321	(0.11706 ms)
6024:		316	(0.115237 ms)
6025:		306	(0.11159 ms)
6026:		410	(0.149516 ms)
6027:		366	(0.13347 ms)
6028:		316	(0.115237 ms)
6029:		317	(0.115601 ms)
6030:		420	(0.153163 ms)
6031:		363	(0.132376 ms)
6032:		317	(0.115601 ms)
6033:		311	(0.113413 ms)
6034:		413	(0.15061 ms)
6035:		320	(0.116695 ms)
6036:		304	(0.110861 ms)
6037:		318	(0.115966 ms)
6038:		416	(0.151704 ms)
6039:		318	(0.115966 ms)
6040:		318	(0.115966 ms)
6041:		316	(0.115237 ms)
6042:		463	(0.168844 ms)
6043:		316	(0.115237 ms)
6044:		312	(0.113778 ms)
6045:		311	(0.113413 ms)
6046:		422	(0.153892 ms)
6047:		318	(0.115966 ms)
6048:		308	(0.112319 ms)
6049:		312	(0.113778 ms)
6050:		417	(0.152069 ms)
6051:		305	(0.111225 ms)
6052:		318	(0.115966 ms)
6053:		318	(0.115966 ms)
6054:		421	(0.153527 ms)
6055:		307	(0.111955 ms)
6056:		310	(0.113049 ms)
6057:		309	(0.112684 ms)
6058:		419	(0.152798 ms)
6059:		319	(0.116331 ms)
6060:		304	(0.110861 ms)
6061:		311	(0.113413 ms)
6062:		410	(0.149516 ms)
6063:		361	(0.131647 ms)
6064:		314	(0.114507 ms)
6065:		319	(0.116331 ms)
6066:		410	(0.149516 ms)
6067:		421	(0.153527 ms)
6068:		469	(0.171032 ms)
6069:		410	(0.149516 ms)
6070:		458	(0.16702 ms)
6071:		543	(0.198017 ms)
6072:		458	(0.16702 ms)
6073:		365	(0.133106 ms)
6074:		372	(0.135658 ms)
6075:		402	(0.146598 ms)
6076:		563	(0.205311 ms)
6077:		366	(0.13347 ms)
6078:		350	(0.127635 ms)
6079:		445	(0.162279 ms)
6080:		379	(0.138211 ms)
6081:		341	(0.124353 ms)
6082:		348	(0.126906 ms)
6083:		462	(0.168479 ms)
6084:		505	(0.18416 ms)
6085:		577	(0.210416 ms)
6086:		378	(0.137846 ms)
6087:		342	(0.124718 ms)
6088:		517	(0.188536 ms)
6089:		894	(0.326018 ms)
6090:		326	(0.118883 ms)
6091:		327	(0.119248 ms)
6092:		319	(0.116331 ms)
6093:		317	(0.115601 ms)
6094:		309	(0.112684 ms)
6095:		426	(0.155351 ms)
6096:		308	(0.112319 ms)
6097:		320	(0.116695 ms)
6098:		321	(0.11706 ms)
6099:		431	(0.157174 ms)
6100:		368	(0.1342 ms)
6101:		320	(0.116695 ms)
6102:		317	(0.115601 ms)
6103:		318	(0.115966 ms)
6104:		314	(0.114507 ms)
6105:		305	(0.111225 ms)
6106:		319	(0.116331 ms)
6107:		308	(0.112319 ms)
6108:		317	(0.115601 ms)
6109:		310	(0.113049 ms)
6110:		308	(0.112319 ms)
6111:		316	(0.115237 ms)
6112:		306	(0.11159 ms)
6113:		315	(0.114872 ms)
6114:		316	(0.115237 ms)
6115:		316	(0.115237 ms)
6116:		318	(0.115966 ms)
6117:		319	(0.116331 ms)
6118:		313	(0.114143 ms)
6119:		315	(0.114872 ms)
6120:		321	(0.11706 ms)
6121:		564	(0.205675 ms)
6122:		446	(0.162644 ms)
6123:		357	(0.130188 ms)
6124:		315	(0.114872 ms)
6125:		304	(0.110861 ms)
6126:		316	(0.115237 ms)
6127:		313	(0.114143 ms)
6128:		325	(0.118519 ms)
6129:		306	(0.11159 ms)
6130:		305	(0.111225 ms)
6131:		319	(0.116331 ms)
6132:		321	(0.11706 ms)
6133:		311	(0.113413 ms)
6134:		314	(0.114507 ms)
6135:		314	(0.114507 ms)
6136:		305	(0.111225 ms)
6137:		318	(0.115966 ms)
6138:		314	(0.114507 ms)
6139:		304	(0.110861 ms)
6140:		314	(0.114507 ms)
6141:		319	(0.116331 ms)
6142:		498	(0.181607 ms)
6143:		466	(0.169938 ms)
6144:		466	(0.169938 ms)
6145:		386	(0.140764 ms)
6146:		326	(0.118883 ms)
6147:		335	(0.122165 ms)
6148:		439	(0.160091 ms)
6149:		326	(0.118883 ms)
6150:		325	(0.118519 ms)
6151:		317	(0.115601 ms)
6152:		430	(0.156809 ms)
6153:		349	(0.127271 ms)
6154:		366	(0.13347 ms)
6155:		319	(0.116331 ms)
6156:		425	(0.154986 ms)
6157:		323	(0.117789 ms)
6158:		315	(0.114872 ms)
6159:		308	(0.112319 ms)
6160:		425	(0.154986 ms)
6161:		315	(0.114872 ms)
6162:		308	(0.112319 ms)
6163:		318	(0.115966 ms)
6164:		421	(0.153527 ms)
6165:		359	(0.130918 ms)
6166:		319	(0.116331 ms)
6167:		317	(0.115601 ms)
6168:		415	(0.151339 ms)
6169:		315	(0.114872 ms)
6170:		317	(0.115601 ms)
6171:		319	(0.116331 ms)
6172:		410	(0.149516 ms)
6173:		313	(0.114143 ms)
6174:		315	(0.114872 ms)
6175:		320	(0.116695 ms)
6176:		463	(0.168844 ms)
6177:		306	(0.11159 ms)
6178:		319	(0.116331 ms)
6179:		304	(0.110861 ms)
6180:		411	(0.149881 ms)
6181:		317	(0.115601 ms)
6182:		307	(0.111955 ms)
6183:		304	(0.110861 ms)
6184:		436	(0.158997 ms)
6185:		376	(0.137117 ms)
6186:		316	(0.115237 ms)
6187:		365	(0.133106 ms)
6188:		405	(0.147692 ms)
6189:		317	(0.115601 ms)
6190:		316	(0.115237 ms)
6191:		426	(0.155351 ms)
6192:		305	(0.111225 ms)
6193:		308	(0.112319 ms)
6194:		310	(0.113049 ms)
6195:		375	(0.136752 ms)
6196:		359	(0.130918 ms)
6197:		309	(0.112684 ms)
6198:		311	(0.113413 ms)
6199:		314	(0.114507 ms)
6200:		413	(0.15061 ms)
6201:		316	(0.115237 ms)
6202:		314	(0.114507 ms)
6203:		313	(0.114143 ms)
6204:		422	(0.153892 ms)
6205:		428	(0.15608 ms)
6206:		337	(0.122895 ms)
6207:		340	(0.123989 ms)
6208:		352	(0.128365 ms)
6209:		307	(0.111955 ms)
6210:		309	(0.112684 ms)
6211:		425	(0.154986 ms)
6212:		305	(0.111225 ms)
6213:		309	(0.112684 ms)
6214:		315	(0.114872 ms)
6215:		358	(0.130553 ms)
6216:		356	(0.129824 ms)
6217:		307	(0.111955 ms)
6218:		311	(0.113413 ms)
6219:		309	(0.112684 ms)
6220:		440	(0.160456 ms)
6221:		475	(0.17322 ms)
6222:		357	(0.130188 ms)
6223:		352	(0.128365 ms)
6224:		340	(0.123989 ms)
6225:		323	(0.117789 ms)
6226:		325	(0.118519 ms)
6227:		333	(0.121436 ms)
6228:		325	(0.118519 ms)
6229:		316	(0.115237 ms)
6230:		320	(0.116695 ms)
6231:		324	(0.118154 ms)
6232:		310	(0.113049 ms)
6233:		322	(0.117425 ms)
6234:		312	(0.113778 ms)
6235:		319	(0.116331 ms)
6236:		321	(0.11706 ms)
6237:		311	(0.113413 ms)
6238:		319	(0.116331 ms)
6239:		319	(0.116331 ms)
6240:		320	(0.116695 ms)
6241:		312	(0.113778 ms)
6242:		314	(0.114507 ms)
6243:		314	(0.114507 ms)
6244:		320	(0.116695 ms)
6245:		310	(0.113049 ms)
6246:		306	(0.11159 ms)
6247:		304	(0.110861 ms)
6248:		372	(0.135658 ms)
6249:		441	(0.160821 ms)
6250:		373	(0.136023 ms)
6251:		308	(0.112319 ms)
6252:		316	(0.115237 ms)
6253:		306	(0.11159 ms)
6254:		314	(0.114507 ms)
6255:		304	(0.110861 ms)
6256:		316	(0.115237 ms)
6257:		308	(0.112319 ms)
6258:		314	(0.114507 ms)
6259:		307	(0.111955 ms)
6260:		306	(0.11159 ms)
6261:		472	(0.172126 ms)
6262:		307	(0.111955 ms)
6263:		438	(0.159727 ms)
6264:		381	(0.13894 ms)
6265:		320	(0.116695 ms)
6266:		305	(0.111225 ms)
6267:		317	(0.115601 ms)
6268:		319	(0.116331 ms)
6269:		319	(0.116331 ms)
6270:		305	(0.111225 ms)
6271:		315	(0.114872 ms)
6272:		309	(0.112684 ms)
6273:		426	(0.155351 ms)
6274:		316	(0.115237 ms)
6275:		304	(0.110861 ms)
6276:		312	(0.113778 ms)
6277:		320	(0.116695 ms)
6278:		319	(0.116331 ms)
6279:		314	(0.114507 ms)
6280:		541	(0.197288 ms)
6281:		597	(0.21771 ms)
6282:		397	(0.144775 ms)
6283:		343	(0.125083 ms)
6284:		489	(0.178325 ms)
6285:		322	(0.117425 ms)
6286:		323	(0.117789 ms)
6287:		315	(0.114872 ms)
6288:		435	(0.158633 ms)
6289:		322	(0.117425 ms)
6290:		318	(0.115966 ms)
6291:		323	(0.117789 ms)
6292:		442	(0.161185 ms)
6293:		345	(0.125812 ms)
6294:		379	(0.138211 ms)
6295:		374	(0.136388 ms)
6296:		369	(0.134564 ms)
6297:		309	(0.112684 ms)
6298:		318	(0.115966 ms)
6299:		363	(0.132376 ms)
6300:		423	(0.154257 ms)
6301:		431	(0.157174 ms)
6302:		406	(0.148057 ms)
6303:		398	(0.14514 ms)
6304:		330	(0.120342 ms)
6305:		334	(0.121801 ms)
6306:		338	(0.123259 ms)
6307:		328	(0.119613 ms)
6308:		329	(0.119977 ms)
6309:		313	(0.114143 ms)
6310:		447	(0.163009 ms)
6311:		391	(0.142587 ms)
6312:		370	(0.134929 ms)
6313:		324	(0.118154 ms)
6314:		313	(0.114143 ms)
6315:		321	(0.11706 ms)
6316:		320	(0.116695 ms)
6317:		309	(0.112684 ms)
6318:		310	(0.113049 ms)
6319:		309	(0.112684 ms)
6320:		321	(0.11706 ms)
6321:		319	(0.116331 ms)
6322:		319	(0.116331 ms)
6323:		317	(0.115601 ms)
6324:		317	(0.115601 ms)
6325:		314	(0.114507 ms)
6326:		313	(0.114143 ms)
6327:		308	(0.112319 ms)
6328:		304	(0.110861 ms)
6329:		315	(0.114872 ms)
6330:		309	(0.112684 ms)
6331:		312	(0.113778 ms)
6332:		310	(0.113049 ms)
6333:		315	(0.114872 ms)
6334:		308	(0.112319 ms)
6335:		320	(0.116695 ms)
6336:		306	(0.11159 ms)
6337:		317	(0.115601 ms)
6338:		310	(0.113049 ms)
6339:		526	(0.191818 ms)
6340:		437	(0.159362 ms)
6341:		320	(0.116695 ms)
6342:		306	(0.11159 ms)
6343:		313	(0.114143 ms)
6344:		317	(0.115601 ms)
6345:		314	(0.114507 ms)
6346:		304	(0.110861 ms)
6347:		313	(0.114143 ms)
6348:		427	(0.155715 ms)
6349:		355	(0.129459 ms)
6350:		312	(0.113778 ms)
6351:		316	(0.115237 ms)
6352:		468	(0.170667 ms)
6353:		312	(0.113778 ms)
6354:		319	(0.116331 ms)
6355:		304	(0.110861 ms)
6356:		323	(0.117789 ms)
6357:		310	(0.113049 ms)
6358:		317	(0.115601 ms)
6359:		304	(0.110861 ms)
6360:		317	(0.115601 ms)
6361:		316	(0.115237 ms)
6362:		316	(0.115237 ms)
6363:		310	(0.113049 ms)
6364:		305	(0.111225 ms)
6365:		320	(0.116695 ms)
6366:		305	(0.111225 ms)
6367:		315	(0.114872 ms)
6368:		318	(0.115966 ms)
6369:		312	(0.113778 ms)
6370:		314	(0.114507 ms)
6371:		320	(0.116695 ms)
6372:		309	(0.112684 ms)
6373:		318	(0.115966 ms)
6374:		308	(0.112319 ms)
6375:		305	(0.111225 ms)
6376:		312	(0.113778 ms)
6377:		360	(0.131282 ms)
6378:		443	(0.16155 ms)
6379:		353	(0.12873 ms)
6380:		306	(0.11159 ms)
6381:		311	(0.113413 ms)
6382:		486	(0.177231 ms)
6383:		482	(0.175772 ms)
6384:		349	(0.127271 ms)
6385:		441	(0.160821 ms)
6386:		341	(0.124353 ms)
6387:		320	(0.116695 ms)
6388:		321	(0.11706 ms)
6389:		437	(0.159362 ms)
6390:		330	(0.120342 ms)
6391:		314	(0.114507 ms)
6392:		323	(0.117789 ms)
6393:		428	(0.15608 ms)
6394:		324	(0.118154 ms)
6395:		320	(0.116695 ms)
6396:		323	(0.117789 ms)
6397:		425	(0.154986 ms)
6398:		322	(0.117425 ms)
6399:		321	(0.11706 ms)
6400:		308	(0.112319 ms)
6401:		464	(0.169208 ms)
6402:		313	(0.114143 ms)
6403:		312	(0.113778 ms)
6404:		315	(0.114872 ms)
6405:		423	(0.154257 ms)
6406:		317	(0.115601 ms)
6407:		322	(0.117425 ms)
6408:		306	(0.11159 ms)
6409:		472	(0.172126 ms)
6410:		321	(0.11706 ms)
6411:		321	(0.11706 ms)
6412:		374	(0.136388 ms)
6413:		358	(0.130553 ms)
6414:		320	(0.116695 ms)
6415:		315	(0.114872 ms)
6416:		307	(0.111955 ms)
6417:		426	(0.155351 ms)
6418:		311	(0.113413 ms)
6419:		304	(0.110861 ms)
6420:		309	(0.112684 ms)
6421:		424	(0.154621 ms)
6422:		319	(0.116331 ms)
6423:		318	(0.115966 ms)
6424:		304	(0.110861 ms)
6425:		432	(0.157539 ms)
6426:		365	(0.133106 ms)
6427:		306	(0.11159 ms)
6428:		305	(0.111225 ms)
6429:		424	(0.154621 ms)
6430:		319	(0.116331 ms)
6431:		317	(0.115601 ms)
6432:		371	(0.135294 ms)
6433:		356	(0.129824 ms)
6434:		320	(0.116695 ms)
6435:		317	(0.115601 ms)
6436:		319	(0.116331 ms)
6437:		461	(0.168114 ms)
6438:		320	(0.116695 ms)
6439:		317	(0.115601 ms)
6440:		450	(0.164103 ms)
6441:		362	(0.132012 ms)
6442:		317	(0.115601 ms)
6443:		316	(0.115237 ms)
6444:		426	(0.155351 ms)
6445:		308	(0.112319 ms)
6446:		318	(0.115966 ms)
6447:		318	(0.115966 ms)
6448:		417	(0.152069 ms)
6449:		315	(0.114872 ms)
6450:		312	(0.113778 ms)
6451:		320	(0.116695 ms)
6452:		469	(0.171032 ms)
6453:		319	(0.116331 ms)
6454:		310	(0.113049 ms)
6455:		310	(0.113049 ms)
6456:		413	(0.15061 ms)
6457:		315	(0.114872 ms)
6458:		317	(0.115601 ms)
6459:		319	(0.116331 ms)
6460:		432	(0.157539 ms)
6461:		428	(0.15608 ms)
6462:		411	(0.149881 ms)
6463:		337	(0.122895 ms)
6464:		338	(0.123259 ms)
6465:		331	(0.120707 ms)
6466:		320	(0.116695 ms)
6467:		328	(0.119613 ms)
6468:		330	(0.120342 ms)
6469:		326	(0.118883 ms)
6470:		325	(0.118519 ms)
6471:		363	(0.132376 ms)
6472:		319	(0.116331 ms)
6473:		317	(0.115601 ms)
6474:		308	(0.112319 ms)
6475:		309	(0.112684 ms)
6476:		391	(0.142587 ms)
6477:		415	(0.151339 ms)
6478:		306	(0.11159 ms)
6479:		318	(0.115966 ms)
